userId,age,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,isVIP,isVerified,lastOnlineTs,lang_count,lang_fr,lang_de,countDetails,flirtstar,hasBirthday,distance,mobile,online,connectedToFacebook,locked,genderLooking,counts_fans,counts_g,isInfluencer,shareProfileEnabled,isfreshman,crypt,isSystemProfile,ISpicture,ISinsta2,ISemoji2,IS_lang_pt_es_en_it,nameN,cityN,locationCityN,locationCitySubN,countryN
50a8deee0c84d37d2c000005,20.0,3.0,10531.0,360.0,1.0,0.0,0.0,0.0,1.0,1430042696.0,1.0,0.0,1.0,0.88,0.0,0.0,141.0,0.0,0.0,0.0,0.0,M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Nicole,Luzern,Luzern,nan,CH
50abd2c0c56da13775000018,19.0,8.0,16458.0,486.0,1.0,0.0,1.0,0.0,0.0,1430048036.0,1.0,0.0,1.0,0.85,0.0,0.0,0.0,1.0,1.0,0.0,0.0,M,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Other,Other,Other,nan,CH
50aff34a1a0ba07b1d00004e,20.0,5.0,264.0,6.0,0.0,1.0,0.0,1.0,1.0,1430040505.0,1.0,1.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,La,nan,CH
50b0b5681a0ba0c326000067,25.0,15.0,18475.0,1065.0,1.0,1.0,0.0,1.0,1.0,1429997449.0,4.0,0.0,1.0,1.0,0.0,0.0,139.0,1.0,0.0,0.0,0.0,M,23.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Other,Other,nan,CH
50b283771b0ba0162c00008c,22.0,5.0,7045.0,316.0,1.0,0.0,1.0,0.0,1.0,1429907087.0,1.0,0.0,1.0,1.0,0.0,0.0,139.0,1.0,0.0,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,DE
50b48af7c76da15a65000048,25.0,4.0,52884.0,1717.0,1.0,1.0,1.0,0.0,0.0,1428335951.0,1.0,0.0,1.0,0.77,0.0,0.0,318.0,1.0,1.0,0.0,0.0,M,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Other,Stuttgart,Other,nan,DE
50ba0df8c46da1c070000084,22.0,12.0,37740.0,1016.0,1.0,0.0,1.0,0.0,0.0,1430060567.0,1.0,0.0,1.0,0.92,0.0,0.0,133.0,1.0,1.0,0.0,0.0,M,41.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,CH
50bca8837acab16d13000049,20.0,4.0,6730.0,297.0,0.0,1.0,0.0,0.0,0.0,1430645024.0,1.0,0.0,0.0,0.96,0.0,0.0,29.9,1.0,1.0,0.0,0.0,M,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Other,Other,Other,nan,CH
50c0be44140ba07b3a000029,24.0,4.0,18395.0,328.0,0.0,0.0,1.0,0.0,0.0,1430044356.0,1.0,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Zurich,ZÃ¼rich,nan,CH
50c442ab7acab12b2500025c,24.0,6.0,6756.0,81.0,1.0,0.0,1.0,0.0,1.0,1430046285.0,1.0,0.0,1.0,0.9,0.0,0.0,136.0,1.0,1.0,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Basel,Basel,nan,CH
